YYDD,Photons,Type
1987043,3.72,2
1987044,3.74,2
1987045,3.74,2
1987046,3.73,2
1987047,3.71,2
1987048,3.7,2
1987049,3.74,2
1987050,3.74,2
1987051,3.74,2
1987052,3.71,2
1987053,3.73,2
1987054,3.75,2
1987055,3.73,2
1987056,3.71,2
1987057,3.67,2
1987058,3.7,2
1987059,3.71,2
1987060,3.71,2
1987061,3.71,2
1987062,3.72,2
1987063,3.7,2
1987064,3.67,2
1987065,3.65,2
1987066,3.68,2
1987067,3.72,2
1987068,3.71,2
1987069,3.67,2
1987070,3.62,2
1987071,3.59,2
1987072,3.63,2
1987073,3.62,2
1987074,3.64,2
1987075,3.59,2
1987076,3.63,2
1987077,3.62,2
1987078,3.64,2
1987079,3.67,2
1987080,3.69,2
1987081,3.74,2
1987082,3.73,2
1987083,3.73,2
1987084,3.72,2
1987085,3.74,2
1987086,3.73,2
1987087,3.7,2
1987088,3.64,2
1987089,3.6,2
1987090,3.57,2
1987091,3.57,2
1987092,3.63,2
1987093,3.67,2
1987094,3.68,2
1987095,3.69,2
1987096,3.69,2
1987097,3.7,2
1987098,3.73,2
1987099,3.8,2
1987100,3.87,2
1987101,3.88,2
1987102,3.92,2
1987103,3.94,2
1987104,3.98,2
1987105,4.0,2
1987106,4.02,2
1987107,4.0,2
1987108,3.96,2
1987109,3.9,2
1987110,3.81,2
1987111,3.77,2
1987112,3.77,2
1987113,3.81,2
1987114,3.8,2
1987115,3.74,2
1987116,3.71,2
1987117,3.7,2
1987118,3.68,2
1987119,3.68,2
1987120,3.63,2
1987121,3.63,2
1987122,3.63,2
1987123,3.62,2
1987124,3.71,2
1987125,3.73,2
1987126,3.82,2
1987127,3.88,2
1987128,3.87,2
1987129,3.87,2
1987130,3.87,2
1987131,3.9,2
1987132,3.9,2
1987133,3.84,2
1987134,3.84,2
1987135,3.82,2
1987136,3.78,2
1987137,3.74,2
1987138,3.7,2
1987139,3.7,2
1987140,3.7,2
1987141,3.71,2
1987142,3.7,2
1987143,3.74,2
1987144,3.76,2
1987145,3.84,2
1987146,3.82,2
1987147,3.79,2
1987148,3.73,2
1987149,3.64,2
1987150,3.6,2
1987151,3.52,2
1987152,3.56,2
1987153,3.65,2
1987154,3.74,2
1987155,3.78,2
1987156,3.75,2
1987157,3.72,2
1987158,3.79,2
1987159,3.79,2
1987160,3.78,2
1987161,3.75,2
1987162,3.72,2
1987163,3.67,2
1987164,3.62,2
1987165,3.61,2
1987166,3.63,2
1987167,3.65,2
1987168,3.73,2
1987169,3.77,2
1987170,3.76,2
1987171,3.69,2
1987172,3.71,2
1987173,3.7,2
1987174,3.73,2
1987175,3.69,2
1987176,3.72,2
1987177,3.65,2
1987178,3.7,2
1987179,3.69,2
1987180,3.74,2
1987181,3.7,2
1987182,3.74,2
1987183,3.78,2
1987184,3.83,2
1987185,3.84,2
1987186,3.81,2
1987187,3.82,2
1987188,3.76,2
1987189,3.74,2
1987190,3.68,2
1987191,3.71,2
1987192,3.74,2
1987193,3.77,2
1987194,3.73,2
1987195,3.73,2
1987196,3.75,2
1987197,3.74,2
1987198,3.8,2
1987199,3.86,2
1987200,3.95,2
1987201,3.96,2
1987202,4.01,2
1987203,4.09,2
1987204,4.11,2
1987205,4.07,2
1987206,4.05,2
1987207,4.06,2
1987208,4.03,2
1987209,4.02,2
1987210,4.0,2
1987211,4.01,2
1987212,3.93,2
1987213,3.88,2
1987214,3.8,2
1987215,3.82,2
1987216,3.77,2
1987217,3.76,2
1987218,3.74,2
1987219,3.76,2
1987220,3.78,2
1987221,3.77,2
1987222,3.83,2
1987223,3.86,2
1987224,3.93,2
1987225,3.94,2
1987226,3.98,2
1987227,4.01,2
1987228,4.04,2
1987229,4.08,2
1987230,4.12,2
1987231,4.18,2
1987232,4.2,2
1987233,4.18,2
1987234,4.11,2
1987235,4.06,2
1987236,4.03,2
1987237,4.07,2
1987238,4.03,2
1987239,4.02,2
1987240,3.93,2
1987241,3.96,2
1987242,3.95,2
1987243,3.97,2
1987244,3.94,2
1987245,3.92,2
1987246,3.94,2
1987247,3.95,2
1987248,3.96,2
1987249,3.95,2
1987250,3.95,2
1987251,3.92,2
1987252,3.93,2
1987253,3.95,2
1987254,4.0,2
1987255,4.05,2
1987256,4.08,2
1987257,4.15,2
1987258,4.16,2
1987259,4.15,2
1987260,4.09,2
1987261,4.09,2
1987262,4.13,2
1987263,4.12,2
1987264,4.05,2
1987265,3.96,2
1987266,3.95,2
1987267,3.92,2
1987268,3.92,2
1987269,3.86,2
1987270,3.85,2
1987271,3.81,2
1987272,3.84,2
1987273,3.84,2
1987274,3.87,2
1987275,3.88,2
1987276,3.9,2
1987277,3.91,2
1987278,3.91,2
1987279,3.95,2
1987280,3.97,2
1987281,4.0,2
1987282,4.01,2
1987283,4.07,2
1987284,4.09,2
1987285,4.12,2
1987286,4.15,2
1987287,4.22,2
1987288,4.3,2
1987289,4.29,2
1987290,4.26,2
1987291,4.14,2
1987292,4.06,2
1987293,3.97,2
1987294,3.94,2
1987295,3.91,2
1987296,3.85,2
1987297,3.79,2
1987298,3.8,2
1987299,3.92,2
1987300,3.97,2
1987301,3.98,2
1987302,3.92,2
1987303,3.94,2
1987304,3.96,2
1987305,4.01,2
1987306,4.08,2
1987307,4.12,2
1987308,4.14,2
1987309,4.06,2
1987310,4.08,2
1987311,4.1,2
1987312,4.14,2
1987313,4.13,2
1987314,4.1,2
1987315,4.09,2
1987316,4.08,2
1987317,4.08,2
1987318,4.08,2
1987319,4.05,2
1987320,4.04,2
1987321,4.02,2
1987322,4.06,2
1987323,4.1,2
1987324,4.11,2
1987325,4.1,2
1987326,4.1,2
1987327,4.17,2
1987328,4.16,2
1987329,4.19,2
1987330,4.17,2
1987331,4.14,2
1987332,4.1,2
1987333,4.08,2
1987334,4.1,2
1987335,4.09,2
1987336,4.05,2
1987337,4.03,2
1987338,3.99,2
1987339,3.99,2
1987340,3.98,2
1987341,4.0,2
1987342,3.98,2
1987343,4.0,2
1987344,3.98,2
1987345,3.97,2
1987346,3.93,2
1987347,3.94,2
1987348,3.98,2
1987349,4.05,2
1987350,4.1,2
1987351,4.11,2
1987352,4.1,2
1987353,4.1,2
1987354,4.09,2
1987355,4.08,2
1987356,4.04,2
1987357,4.03,2
1987358,4.02,2
1987359,4.01,2
1987360,4.01,2
1987361,4.01,2
1987362,4.0,2
1987363,4.03,2
1987364,4.05,2
1987365,4.08,2
1988001,4.05,2
1988002,4.09,2
1988003,4.1,2
1988004,4.1,2
1988005,4.07,2
1988006,4.08,2
1988007,4.1,2
1988008,4.1,2
1988009,4.06,2
1988010,4.01,2
1988011,4.02,2
1988012,4.05,2
1988013,4.12,2
1988014,4.12,2
1988015,4.12,2
1988016,4.16,2
1988017,4.2,2
1988018,4.24,2
1988019,4.22,2
1988020,4.2,2
1988021,4.14,2
1988022,4.09,2
1988023,4.06,2
1988024,4.08,2
1988025,4.05,2
1988026,4.03,2
1988027,3.97,2
1988028,3.98,2
1988029,3.98,2
1988030,4.03,2
1988031,4.08,2
1988032,4.12,2
1988033,4.18,2
1988034,4.24,2
1988035,4.28,2
1988036,4.28,2
1988037,4.24,2
1988038,4.21,2
1988039,4.16,2
1988040,4.13,2
1988041,4.09,2
1988042,4.08,2
1988043,4.08,2
1988044,4.07,2
1988045,4.1,2
1988046,4.1,2
1988047,4.11,2
1988048,4.12,2
1988049,4.14,2
1988050,4.2,2
1988051,4.2,2
1988052,4.19,2
1988053,4.14,2
1988054,4.08,2
1988055,4.02,2
1988056,3.95,2
1988057,3.92,2
1988058,3.95,2
1988059,3.99,2
1988060,4.04,2
1988061,4.04,2
1988062,4.06,2
1988063,4.08,2
1988064,4.12,2
1988065,4.11,2
1988066,4.08,2
1988067,4.06,2
1988068,4.05,2
1988069,4.02,2
1988070,3.98,2
1988071,3.96,2
1988072,3.98,2
1988073,4.01,2
1988074,4.06,2
1988075,4.1,2
1988076,4.18,2
1988077,4.22,2
1988078,4.22,2
1988079,4.19,2
1988080,4.16,2
1988081,4.13,2
1988082,4.09,2
1988083,4.06,2
1988084,4.05,2
1988085,4.08,2
1988086,4.1,2
1988087,4.15,2
1988088,4.19,2
1988089,4.24,2
1988090,4.25,2
1988091,4.29,2
1988092,4.27,2
1988093,4.24,2
1988094,4.18,2
1988095,4.12,2
1988096,4.09,2
1988097,4.06,2
1988098,4.06,2
1988099,4.15,2
1988100,4.25,2
1988101,4.35,2
1988102,4.34,2
1988103,4.37,2
1988104,4.42,2
1988105,4.46,2
1988106,4.47,2
1988107,4.46,2
1988108,4.46,2
1988109,4.44,2
1988110,4.39,2
1988111,4.31,2
1988112,4.25,2
1988113,4.19,2
1988114,4.18,2
1988115,4.14,2
1988116,4.17,2
1988117,4.14,2
1988118,4.13,2
1988119,4.1,2
1988120,4.08,2
1988121,4.07,2
1988122,4.07,2
1988123,4.06,2
1988124,4.06,2
1988125,4.04,2
1988126,4.09,2
1988127,4.16,2
1988128,4.29,2
1988129,4.32,2
1988130,4.34,2
1988131,4.34,2
1988132,4.37,2
1988133,4.36,2
1988134,4.27,2
1988135,4.23,2
1988136,4.18,2
1988137,4.17,2
1988138,4.13,2
1988139,4.09,2
1988140,4.11,2
1988141,4.12,2
1988142,4.15,2
1988143,4.18,2
1988144,4.28,2
1988145,4.35,2
1988146,4.4,2
1988147,4.36,2
1988148,4.38,2
1988149,4.4,2
1988150,4.45,2
1988151,4.43,2
1988152,4.42,2
1988153,4.42,2
1988154,4.49,2
1988155,4.56,2
1988156,4.64,2
1988157,4.68,2
1988158,4.72,2
1988159,4.73,2
1988160,4.73,2
1988161,4.68,2
1988162,4.64,2
1988163,4.59,2
1988164,4.52,2
1988165,4.41,2
1988166,4.28,2
1988167,4.21,2
1988168,4.21,2
1988169,4.23,2
1988170,4.29,2
1988171,4.31,2
1988172,4.33,2
1988173,4.34,2
1988174,4.33,2
1988175,4.37,2
1988176,4.37,2
1988177,4.45,2
1988178,4.44,2
1988179,4.5,2
1988180,4.56,2
1988181,4.68,2
1988182,4.78,2
1988183,4.83,2
1988184,4.82,2
1988185,4.8,2
1988186,4.73,2
1988187,4.65,2
1988188,4.61,2
1988189,4.54,2
1988190,4.45,2
1988191,4.3,2
1988192,4.2,2
1988193,4.09,2
1988194,4.09,2
1988195,4.13,2
1988196,4.29,2
1988197,4.31,2
1988198,4.34,2
1988199,4.35,2
1988200,4.43,2
1988201,4.38,2
1988202,4.35,2
1988203,4.29,2
1988204,4.33,2
1988205,4.38,2
1988206,4.4,2
1988207,4.47,2
1988208,4.49,2
1988209,4.4,2
1988210,4.49,2
1988211,4.55,2
1988212,4.79,2
1988213,4.81,2
1988214,4.79,2
1988215,4.69,2
1988216,4.58,2
1988217,4.51,2
1988218,4.45,2
1988219,4.4,2
1988220,4.42,2
1988221,4.44,2
1988222,4.54,2
1988223,4.57,2
1988224,4.58,2
1988225,4.44,2
1988226,4.44,2
1988227,4.47,2
1988228,4.6,2
1988229,4.6,2
1988230,4.58,2
1988231,4.6,2
1988232,4.63,2
1988233,4.71,2
1988234,4.73,2
1988235,4.74,2
1988236,4.75,2
1988237,4.85,2
1988238,4.93,2
1988239,5.02,2
1988240,5.1,2
1988241,5.15,2
1988242,5.12,2
1988243,5.08,2
1988244,5.04,2
1988245,5.06,2
1988246,5.01,2
1988247,5.01,2
1988248,4.99,2
1988249,4.98,2
1988250,4.93,2
1988251,4.87,2
1988252,4.8,2
1988253,4.69,2
1988254,4.69,2
1988255,4.74,2
1988256,4.92,2
1988257,5.07,2
1988258,5.18,2
1988259,4.99,2
1988260,4.76,2
1988261,4.61,2
1988262,4.7,2
1988263,4.73,2
1988264,4.87,2
1988265,5.12,2
1988266,5.32,2
1988267,5.54,2
1988268,5.51,2
1988269,5.52,2
1988270,5.47,2
1988271,5.46,2
1988272,5.46,2
1988273,5.32,2
1988274,5.23,2
1988275,5.17,2
1988276,5.16,2
1988277,5.14,2
1988278,5.16,2
1988279,5.08,2
1988280,5.04,2
1988281,4.99,2
1988282,5.02,2
1988283,5.03,2
1988284,5.03,2
1988285,5.06,2
1988286,5.07,2
1988287,5.04,2
1988288,4.97,2
1988289,4.92,2
1988290,4.85,2
1988291,4.86,2
1988292,4.88,2
1988293,4.97,2
1988294,5.03,2
1988295,5.07,2
1988296,5.09,2
1988297,5.11,2
1988298,5.08,2
1988299,5.05,2
1988300,5.05,2
1988301,5.11,2
1988302,5.15,2
1988303,5.13,2
1988304,5.1,2
1988305,5.12,2
1988306,5.14,2
1988307,5.18,2
1988308,5.13,2
1988309,5.12,2
1988310,5.11,2
1988311,5.14,2
1988312,5.1,2
1988313,5.03,2
1988314,5.0,2
1988315,4.97,2
1988316,5.02,2
1988317,5.06,2
1988318,5.1,2
1988319,5.08,2
1988320,5.14,2
1988321,5.19,2
1988322,5.23,2
1988323,5.17,2
1988324,5.1,2
1988325,5.07,2
1988326,5.03,2
1988327,5.0,2
1988328,4.93,2
1988329,4.87,2
1988330,4.85,2
1988331,4.87,2
1988332,4.9,2
1988333,4.91,2
1988334,4.96,2
1988335,5.03,2
1988336,5.11,2
1988337,5.17,2
1988338,5.13,2
1988339,5.05,2
1988340,5.01,2
1988341,5.07,2
1988342,5.12,2
1988343,5.22,2
1988344,5.24,2
1988345,5.33,2
1988346,5.39,2
1988347,5.52,2
1988348,5.6,2
1988349,5.64,2
1988350,5.62,2
1988351,5.71,2
1988352,5.65,2
1988353,5.6,2
1988354,5.49,2
1988355,5.47,2
1988356,5.47,2
1988357,5.46,2
1988358,5.39,2
1988359,5.31,2
1988360,5.16,2
1988361,5.09,2
1988362,5.09,2
1988363,5.18,2
1988364,5.2,2
1988365,5.27,2
1988366,5.2,2
1989001,5.16,2
1989002,5.04,2
1989003,5.01,2
1989004,5.05,2
1989005,5.09,2
1989006,5.21,2
1989007,5.39,2
1989008,5.71,2
1989009,5.96,2
1989010,6.18,2
1989011,6.24,2
1989012,6.23,2
1989013,6.17,2
1989014,6.03,2
1989015,5.88,2
1989016,5.69,2
1989017,5.54,2
1989018,5.4,2
1989019,5.31,2
1989020,5.21,2
1989021,5.18,2
1989022,5.16,2
1989023,5.25,2
1989024,5.36,2
1989025,5.4,2
1989026,5.35,2
1989027,5.26,2
1989028,5.18,2
1989029,5.07,2
1989030,5.02,2
1989031,4.97,2
1989032,4.94,2
1989033,4.88,2
1989034,4.89,2
1989035,4.94,2
1989036,5.06,2
1989037,5.21,2
1989038,5.4,2
1989039,5.57,2
1989040,5.65,2
1989041,5.7,2
1989042,5.71,2
1989043,5.74,2
1989044,5.67,2
1989045,5.6,2
1989046,5.54,2
1989047,5.54,2
1989048,5.46,2
1989049,5.43,2
1989050,5.28,2
1989051,5.26,2
1989052,5.19,2
1989053,5.24,2
1989054,5.26,2
1989055,5.33,2
1989056,5.31,2
1989057,5.25,2
1989058,5.11,2
1989059,5.06,2
1989060,4.97,2
1989061,4.94,2
1989062,4.89,2
1989063,4.95,2
1989064,5.02,2
1989065,5.13,2
1989066,5.26,2
1989067,5.39,2
1989068,5.57,2
1989069,5.73,2
1989070,5.77,2
1989071,5.81,2
1989072,5.82,2
1989073,5.9,2
1989074,5.93,2
1989075,5.91,2
1989076,5.86,2
1989077,5.77,2
1989078,5.76,2
1989079,5.74,2
1989080,5.67,2
1989081,5.54,2
1989082,5.4,2
1989083,5.23,2
1989084,5.03,2
1989085,4.89,2
1989086,4.82,2
1989087,4.79,2
1989088,4.86,2
1989089,4.89,2
1989090,4.97,2
1989091,4.93,2
1989092,5.01,2
1989093,5.1,2
1989094,5.24,2
1989095,5.4,2
1989096,5.52,2
1989097,5.64,2
1989098,5.65,2
1989099,5.6,2
1989100,5.53,2
1989101,5.43,2
1989102,5.39,2
1989103,5.53,2
1989104,5.69,4
1989105,5.83,4
1989106,5.77,4
1989107,5.73,4
1989108,5.69,4
1989109,5.67,4
1989110,5.67,4
1989111,5.68,4
1989112,5.69,4
1989113,5.66,4
1989114,5.6,4
1989115,5.52,4
1989116,5.47,4
1989117,5.46,4
1989118,5.49,4
1989119,5.51,4
1989120,5.51,4
1989121,5.52,4
1989122,5.56,4
1989123,5.62,4
1989124,5.71,4
1989125,5.81,4
1989126,5.88,4
1989127,5.92,4
1989128,5.97,4
1989129,6.02,4
1989130,6.06,4
1989131,6.07,4
1989132,6.08,4
1989133,6.09,4
1989134,6.1,4
1989135,6.09,4
1989136,6.05,4
1989137,6.0,4
1989138,5.93,4
1989139,5.87,4
1989140,5.81,4
1989141,5.74,4
1989142,5.67,4
1989143,5.63,4
1989144,5.61,4
1989145,5.61,4
1989146,5.61,4
1989147,5.62,4
1989148,5.62,4
1989149,5.62,4
1989150,5.62,4
1989151,5.64,4
1989152,5.68,4
1989153,5.75,4
1989154,5.82,4
1989155,5.89,4
1989156,5.94,4
1989157,5.99,4
1989158,6.04,4
1989159,6.1,4
1989160,6.16,4
1989161,6.24,4
1989162,6.31,4
1989163,6.4,4
1989164,6.47,4
1989165,6.54,4
1989166,6.56,4
1989167,6.56,4
1989168,6.5,4
1989169,6.42,4
1989170,6.3,4
1989171,6.22,4
1989172,6.15,4
1989173,6.11,4
1989174,6.07,4
1989175,6.03,4
1989176,6.01,4
1989177,6.01,4
1989178,6.04,4
1989179,6.04,4
1989180,6.02,4
1989181,5.96,4
1989182,5.91,4
1989183,5.86,4
1989184,5.83,4
1989185,5.81,4
1989186,5.82,4
1989187,5.87,4
1989188,5.98,4
1989189,6.11,4
1989190,6.19,4
1989191,6.23,4
1989192,6.22,4
1989193,6.21,4
1989194,6.17,4
1989195,6.11,4
1989196,6.02,4
1989197,5.95,4
1989198,5.9,4
1989199,5.88,4
1989200,5.88,4
1989201,5.9,4
1989202,5.93,4
1989203,5.95,4
1989204,5.96,4
1989205,5.94,4
1989206,5.9,4
1989207,5.85,4
1989208,5.8,4
1989209,5.76,4
1989210,5.71,4
1989211,5.67,4
1989212,5.66,4
1989213,5.71,4
1989214,5.82,4
1989215,5.93,4
1989216,6.04,4
1989217,6.12,4
1989218,6.19,4
1989219,6.24,4
1989220,6.25,4
1989221,6.24,4
1989222,6.21,4
1989223,6.2,4
1989224,6.18,4
1989225,6.2,4
1989226,6.23,4
1989227,6.26,4
1989228,6.27,4
1989229,6.25,4
1989230,6.23,4
1989231,6.22,4
1989232,6.18,4
1989233,6.12,4
1989234,6.03,4
1989235,5.93,4
1989236,5.82,4
1989237,5.71,4
1989238,5.6,4
1989239,5.52,4
1989240,5.5,4
1989241,5.55,4
1989242,5.63,4
1989243,5.73,4
1989244,5.82,4
1989245,5.92,4
1989246,6.02,4
1989247,6.12,4
1989248,6.19,4
1989249,6.25,4
1989250,6.3,4
1989251,6.37,4
1989252,6.45,4
1989253,6.51,4
1989254,6.53,4
1989255,6.51,4
1989256,6.43,4
1989257,6.35,4
1989258,6.27,4
1989259,6.19,4
1989260,6.08,4
1989261,5.95,4
1989262,5.81,4
1989263,5.69,4
1989264,5.58,4
1989265,5.51,4
1989266,5.46,4
1989267,5.44,4
1989268,5.42,4
1989269,5.42,4
1989270,5.47,4
1989271,5.55,4
1989272,5.67,4
1989273,5.77,4
1989274,5.88,4
1989275,5.97,4
1989276,6.09,4
1989277,6.23,4
1989278,6.36,4
1989279,6.43,4
1989280,6.44,4
1989281,6.39,4
1989282,6.33,4
1989283,6.25,4
1989284,6.18,4
1989285,6.12,4
1989286,6.09,4
1989287,6.05,4
1989288,6.02,4
1989289,5.99,4
1989290,5.98,4
1989291,5.96,4
1989292,5.92,4
1989293,5.87,4
1989294,5.81,4
1989295,5.77,4
1989296,5.75,4
1989297,5.73,4
1989298,5.71,4
1989299,5.69,4
1989300,5.68,4
1989301,5.68,4
1989302,5.72,4
1989303,5.78,4
1989304,5.87,4
1989305,5.93,4
1989306,6.0,4
1989307,6.05,4
1989308,6.08,4
1989309,6.12,4
1989310,6.16,4
1989311,6.2,4
1989312,6.27,4
1989313,6.3,4
1989314,6.32,4
1989315,6.3,4
1989316,6.27,4
1989317,6.24,4
1989318,6.2,4
1989319,6.17,4
1989320,6.14,4
1989321,6.09,4
1989322,6.04,4
1989323,6.01,4
1989324,6.0,4
1989325,6.03,4
1989326,6.06,4
1989327,6.06,4
1989328,6.06,4
1989329,6.05,4
1989330,6.08,4
1989331,6.1,4
1989332,6.1,4
1989333,6.07,4
1989334,6.04,4
1989335,6.05,4
1989336,6.06,4
1989337,6.08,4
1989338,6.07,4
1989339,6.07,4
1989340,6.06,4
1989341,6.04,4
1989342,6.02,4
1989343,6.0,4
1989344,5.95,4
1989345,5.89,4
1989346,5.83,4
1989347,5.78,4
1989348,5.75,4
1989349,5.74,4
1989350,5.75,4
1989351,5.78,4
1989352,5.81,4
1989353,5.84,4
1989354,5.85,4
1989355,5.86,4
1989356,5.88,4
1989357,5.95,4
1989358,6.06,4
1989359,6.19,4
1989360,6.3,4
1989361,6.37,4
1989362,6.41,4
1989363,6.42,4
1989364,6.39,4
1989365,6.34,4
1990001,6.27,4
1990002,6.19,4
1990003,6.06,4
1990004,5.93,4
1990005,5.82,4
1990006,5.73,4
1990007,5.66,4
1990008,5.61,4
1990009,5.58,4
1990010,5.55,4
1990011,5.55,4
1990012,5.57,4
1990013,5.6,4
1990014,5.64,4
1990015,5.67,4
1990016,5.7,4
1990017,5.73,4
1990018,5.79,4
1990019,5.87,4
1990020,5.99,4
1990021,6.11,4
1990022,6.21,4
1990023,6.27,4
1990024,6.28,4
1990025,6.27,4
1990026,6.25,4
1990027,6.23,4
1990028,6.2,4
1990029,6.14,4
1990030,6.06,4
1990031,5.98,4
1990032,5.88,4
1990033,5.77,4
1990034,5.66,4
1990035,5.55,4
1990036,5.47,4
1990037,5.39,4
1990038,5.33,4
1990039,5.29,4
1990040,5.27,4
1990041,5.27,4
1990042,5.29,4
1990043,5.32,4
1990044,5.37,4
1990045,5.42,4
1990046,5.49,4
1990047,5.56,4
1990048,5.61,4
1990049,5.64,4
1990050,5.67,4
1990051,5.71,4
1990052,5.78,4
1990053,5.84,4
1990054,5.91,4
1990055,5.98,4
1990056,6.05,4
1990057,6.1,4
1990058,6.08,4
1990059,6.0,4
1990060,5.9,4
1990061,5.79,4
1990062,5.68,4
1990063,5.56,4
1990064,5.44,4
1990065,5.38,4
1990066,5.34,4
1990067,5.31,4
1990068,5.27,4
1990069,5.23,4
1990070,5.23,4
1990071,5.23,4
1990072,5.23,4
1990073,5.21,4
1990074,5.22,4
1990075,5.25,4
1990076,5.33,4
1990077,5.44,4
1990078,5.6,4
1990079,5.78,4
1990080,5.93,4
1990081,6.02,4
1990082,6.09,4
1990083,6.14,4
1990084,6.13,4
1990085,6.07,4
1990086,5.96,4
1990087,5.86,4
1990088,5.76,4
1990089,5.65,4
1990090,5.55,4
1990091,5.45,4
1990092,5.39,4
1990093,5.36,4
1990094,5.35,4
1990095,5.34,4
1990096,5.34,4
1990097,5.33,4
1990098,5.33,4
1990099,5.32,4
1990100,5.31,4
1990101,5.29,4
1990102,5.29,4
1990103,5.35,4
1990104,5.48,4
1990105,5.67,4
1990106,5.86,4
1990107,6.02,4
1990108,6.14,4
1990109,6.24,4
1990110,6.33,4
1990111,6.4,4
1990112,6.41,4
1990113,6.33,4
1990114,6.2,4
1990115,6.02,4
1990116,5.84,4
1990117,5.65,4
1990118,5.51,4
1990119,5.4,4
1990120,5.34,4
1990121,5.27,4
1990122,5.2,4
1990123,5.12,4
1990124,5.06,4
1990125,5.03,4
1990126,5.02,4
1990127,5.05,4
1990128,5.12,4
1990129,5.22,4
1990130,5.32,4
1990131,5.45,4
1990132,5.62,4
1990133,5.8,4
1990134,5.97,4
1990135,6.09,4
1990136,6.18,4
1990137,6.24,4
1990138,6.28,4
1990139,5.99,4
1990140,5.95,4
1990141,5.88,4
1990142,6.07,4
1990143,5.94,4
1990144,5.75,4
1990145,5.6,4
1990146,5.48,4
1990147,5.43,4
1990148,5.38,4
1990149,5.33,4
1990150,5.22,4
1990151,5.17,4
1990152,5.15,4
1990153,5.21,4
1990154,5.23,4
1990155,5.2,4
1990156,5.19,4
1990157,5.24,4
1990158,5.37,4
1990159,5.51,4
1990160,5.64,4
1990161,5.77,4
1990162,5.92,4
1990163,6.04,4
1990164,6.12,4
1990165,6.1,4
1990166,6.05,4
1990167,5.98,4
1990168,5.94,4
1990169,5.85,4
1990170,5.75,4
1990171,5.63,4
1990172,5.43,4
1990173,5.32,4
1990174,5.2,4
1990175,5.19,4
1990176,5.15,4
1990177,5.15,4
1990178,5.19,4
1990179,5.27,4
1990180,5.39,4
1990181,5.52,4
1990182,5.68,4
1990183,5.8,4
1990184,5.9,4
1990185,5.93,4
1990186,5.95,4
1990187,5.94,4
1990188,5.91,4
1990189,5.85,4
1990190,5.78,4
1990191,5.71,4
1990192,5.67,4
1990193,5.64,4
1990194,5.6,4
1990195,5.58,4
1990196,5.54,4
1990197,5.49,4
1990198,5.4,4
1990199,5.32,4
1990200,5.26,4
1990201,5.23,4
1990202,5.22,4
1990203,5.24,4
1990204,5.27,4
1990205,5.36,4
1990206,5.46,4
1990207,5.57,4
1990208,5.65,4
1990209,5.71,4
1990210,5.71,4
1990211,5.7,4
1990212,5.67,4
1990213,5.68,4
1990214,5.69,4
1990215,5.7,4
1990216,5.69,4
1990217,5.66,4
1990218,5.63,4
1990219,5.6,4
1990220,5.58,4
1990221,5.83,4
1990222,5.81,4
1990223,5.81,4
1990224,5.55,4
1990225,5.54,4
1990226,5.52,4
1990227,5.56,4
1990228,5.62,4
1990229,5.68,4
1990230,5.74,4
1990231,5.82,4
1990232,5.89,4
1990233,5.98,4
1990234,6.04,4
1990235,6.08,4
1990236,6.09,4
1990237,6.09,4
1990238,6.09,4
1990239,6.08,4
1990240,6.03,4
1990241,5.97,4
1990242,5.9,4
1990243,5.81,4
1990244,5.72,4
1990245,5.62,4
1990246,5.54,4
1990247,5.5,4
1990248,5.48,4
1990249,5.47,4
1990250,5.48,4
1990251,5.51,4
1990252,5.57,4
1990253,5.59,4
1990254,5.61,4
1990255,5.61,4
1990256,5.7,4
1990257,5.81,4
1990258,5.91,4
1990259,5.97,4
1990260,6.0,4
1990261,5.96,4
1990262,5.95,4
1990263,5.83,4
1990264,5.93,4
1990265,5.92,4
1990266,5.99,4
1990267,5.92,4
1990268,5.54,4
1990269,5.18,4
1990270,5.01,4
1990271,5.17,4
1990272,5.36,4
1990273,5.38,4
1990274,5.4,4
1990275,5.41,4
1990276,5.43,4
1990277,5.45,4
1990278,5.47,4
1990279,5.49,4
1990280,5.5,4
1990281,5.52,4
1990282,5.54,4
1990283,5.56,4
1990284,5.58,4
1990285,5.59,4
1990286,5.61,4
1990287,5.63,4
1990288,5.65,4
1990289,5.67,4
1990290,5.68,4
1990291,5.7,4
1990292,5.72,4
1990293,5.74,4
1990294,5.75,4
1990295,5.77,4
1990296,5.79,4
1990297,5.81,4
1990298,5.82,4
1990299,5.84,4
1990300,5.86,4
1990301,5.88,4
1990302,5.89,4
1990303,5.91,4
1990304,5.93,4
1990305,5.95,4
1990306,5.95,4
1990307,5.93,4
1990308,5.9,4
1990309,5.87,4
1990310,5.84,4
1990311,5.81,4
1990312,5.78,4
1990313,5.74,4
1990314,5.72,4
1990315,5.71,4
1990316,5.66,4
1990317,5.59,4
1990318,5.5,4
1990319,5.46,4
1990320,5.42,4
1990321,5.38,4
1990322,5.46,4
1990323,5.42,4
1990324,5.38,4
1990325,5.22,4
1990326,5.19,4
1990327,5.14,4
1990328,5.11,4
1990329,5.06,4
1990330,5.01,4
1990331,4.98,4
1990332,4.99,4
1990333,5.03,4
1990334,5.08,4
1990335,5.14,4
1990336,5.23,4
1990337,5.34,4
1990338,5.49,4
1990339,5.63,4
1990340,5.73,4
1990341,5.78,4
1990342,5.81,4
1990343,5.82,4
1990344,5.82,4
