Ymd,mgii,uncertainty,source
1997-12-06,0.15552,3.55E-04,11
1997-12-07,0.15532,3.53E-04,11
1997-12-08,0.15466,3.48E-04,11
1997-12-09,0.15394,3.70E-04,9
1997-12-10,0.15336,3.66E-04,9
1997-12-11,0.15412,3.43E-04,11
1997-12-12,0.15418,3.44E-04,11
1997-12-13,0.1539,3.42E-04,11
1997-12-14,0.15384,3.41E-04,11
1997-12-15,0.15384,3.41E-04,11
1997-12-16,0.15373,3.40E-04,11
1997-12-17,0.15361,3.40E-04,11
1997-12-18,0.15322,3.37E-04,11
1997-12-19,0.15328,3.37E-04,11
1997-12-20,0.15368,3.40E-04,11
1997-12-21,0.15434,3.45E-04,11
1997-12-22,0.15436,3.45E-04,11
1997-12-23,0.15463,3.47E-04,11
1997-12-24,0.1551,3.52E-04,11
1997-12-25,0.15576,3.58E-04,11
1997-12-26,0.15645,3.64E-04,11
1997-12-27,0.15685,3.68E-04,11
1997-12-28,0.15669,3.67E-04,11
1997-12-29,0.15676,3.68E-04,11
1997-12-30,0.15657,3.66E-04,11
1997-12-31,0.15639,3.64E-04,11
1998-01-01,0.1561,3.61E-04,11
1998-01-02,0.15565,3.57E-04,11
1998-01-03,0.15505,3.51E-04,11
1998-01-04,0.15485,3.49E-04,11
1998-01-05,0.15427,3.45E-04,11
1998-01-06,0.15397,3.42E-04,11
1998-01-07,0.1537,3.40E-04,11
1998-01-08,0.1535,3.39E-04,11
1998-01-09,0.15349,3.39E-04,11
1998-01-10,0.1536,3.40E-04,11
1998-01-11,0.15365,3.40E-04,11
1998-01-12,0.15462,3.47E-04,11
1998-01-13,0.15437,3.45E-04,11
1998-01-14,0.15423,3.44E-04,11
1998-01-15,0.15462,3.47E-04,11
1998-01-16,0.15466,3.48E-04,11
1998-01-17,0.15486,3.49E-04,11
1998-01-18,0.15508,3.51E-04,11
1998-01-19,0.15505,3.51E-04,11
1998-01-20,0.15553,3.81E-04,9
1998-01-21,0.15554,3.81E-04,9
1998-01-22,0.15535,3.54E-04,11
1998-01-23,0.15576,3.58E-04,11
1998-01-24,0.15621,3.62E-04,11
1998-01-25,0.15674,3.67E-04,11
1998-01-26,0.15686,3.69E-04,11
1998-01-27,0.157,3.70E-04,11
1998-01-28,0.15647,3.65E-04,11
1998-01-29,0.15592,3.59E-04,11
1998-01-30,0.15531,3.53E-04,11
1998-01-31,0.15473,3.48E-04,11
1998-02-01,0.15436,3.45E-04,11
1998-02-02,0.15366,3.40E-04,11
1998-02-03,0.15374,3.41E-04,11
1998-02-04,0.15361,3.40E-04,11
1998-02-05,0.15341,3.38E-04,11
1998-02-06,0.15358,3.39E-04,11
1998-02-07,0.15362,3.40E-04,11
1998-02-08,0.15338,3.38E-04,11
1998-02-09,0.15358,3.39E-04,11
1998-02-10,0.15363,3.40E-04,11
1998-02-11,0.15281,3.34E-04,11
1998-02-12,0.15351,3.39E-04,11
1998-02-13,0.15407,3.43E-04,11
1998-02-14,0.15452,3.47E-04,11
1998-02-15,0.15506,3.51E-04,11
1998-02-16,0.15523,3.53E-04,11
1998-02-17,0.15534,3.54E-04,11
1998-02-18,0.15572,3.57E-04,11
1998-02-19,0.15561,3.56E-04,11
1998-02-20,0.15556,3.56E-04,11
1998-02-21,0.15562,3.56E-04,11
1998-02-22,0.15513,3.52E-04,11
1998-02-23,0.15521,3.52E-04,11
1998-02-24,0.15522,3.79E-04,9
1998-02-25,0.15627,3.87E-04,9
1998-02-26,0.15507,3.51E-04,11
1998-02-27,0.15498,3.51E-04,11
1998-02-28,0.15492,3.50E-04,11
1998-03-01,0.15483,3.49E-04,11
1998-03-02,0.15446,3.46E-04,11
1998-03-03,0.15399,3.42E-04,11
1998-03-04,0.15398,3.70E-04,9
1998-03-05,0.15368,3.40E-04,11
1998-03-06,0.15345,3.38E-04,11
1998-03-07,0.15355,3.39E-04,11
1998-03-08,0.1534,3.38E-04,11
1998-03-09,0.15359,3.39E-04,11
1998-03-10,0.15388,3.42E-04,11
1998-03-11,0.15502,3.51E-04,11
1998-03-12,0.15556,3.56E-04,11
1998-03-13,0.15606,3.60E-04,11
1998-03-14,0.15651,3.65E-04,11
1998-03-15,0.1569,3.69E-04,11
1998-03-16,0.15682,3.68E-04,11
1998-03-17,0.1564,3.64E-04,11
1998-03-18,0.15655,3.65E-04,11
1998-03-19,0.15677,3.68E-04,11
1998-03-20,0.15686,3.69E-04,11
1998-03-21,0.15698,3.70E-04,11
1998-03-22,0.15679,3.68E-04,11
1998-03-23,0.1566,3.66E-04,11
1998-03-24,0.15694,3.69E-04,11
1998-03-25,0.15712,3.71E-04,11
1998-03-26,0.15734,3.74E-04,11
1998-03-27,0.15682,3.68E-04,11
1998-03-28,0.1565,3.65E-04,11
1998-03-29,0.15626,3.62E-04,11
1998-03-30,0.15583,3.58E-04,11
1998-03-31,0.15577,3.58E-04,11
1998-04-01,0.1553,3.53E-04,11
1998-04-02,0.1552,3.52E-04,11
1998-04-03,0.15494,3.50E-04,11
1998-04-04,0.15491,3.50E-04,11
1998-04-05,0.15556,3.56E-04,11
1998-04-06,0.15647,3.65E-04,11
1998-04-07,0.15798,3.81E-04,11
1998-04-08,0.15925,3.96E-04,11
1998-04-09,0.1602,4.08E-04,11
1998-04-10,0.1609,4.17E-04,11
1998-04-11,0.16112,4.20E-04,11
1998-04-12,0.16058,4.13E-04,11
1998-04-13,0.16049,4.12E-04,11
1998-04-14,0.15979,4.03E-04,11
1998-04-15,0.15956,4.00E-04,11
1998-04-16,0.15825,3.84E-04,11
1998-04-17,0.15761,3.77E-04,11
1998-04-18,0.15676,3.67E-04,11
1998-04-19,0.15621,3.62E-04,11
1998-04-20,0.15565,3.57E-04,11
1998-04-21,0.15517,3.78E-04,9
1998-04-22,0.15477,3.75E-04,9
1998-04-23,0.15478,3.49E-04,11
1998-04-24,0.15458,3.47E-04,11
1998-04-25,0.15466,3.48E-04,11
1998-04-26,0.15469,3.48E-04,11
1998-04-27,0.15491,3.50E-04,11
1998-04-28,0.15507,3.51E-04,11
1998-04-29,0.15519,3.52E-04,11
1998-04-30,0.15527,3.53E-04,11
1998-05-01,0.15549,3.55E-04,11
1998-05-02,0.15614,3.86E-04,9
1998-05-03,0.1561,3.61E-04,11
1998-05-04,0.15678,3.68E-04,11
1998-05-05,0.15764,3.77E-04,11
1998-05-06,0.15801,3.81E-04,11
1998-05-07,0.15839,3.86E-04,11
1998-05-08,0.15797,3.81E-04,11
1998-05-09,0.15792,3.80E-04,11
1998-05-10,0.15773,3.78E-04,11
1998-05-11,0.15848,4.08E-04,9
1998-05-12,0.15798,3.81E-04,11
1998-05-13,0.15815,3.83E-04,11
1998-05-14,0.15857,3.88E-04,11
1998-05-15,0.15832,3.85E-04,11
1998-05-16,0.15783,3.79E-04,11
1998-05-17,0.15767,3.77E-04,11
1998-05-18,0.15692,3.69E-04,11
1998-05-19,0.1564,3.64E-04,11
1998-05-20,0.15603,3.60E-04,11
1998-05-21,0.15549,3.55E-04,11
1998-05-22,0.15503,3.51E-04,11
1998-05-23,0.1546,3.47E-04,11
1998-05-24,0.1543,3.45E-04,11
1998-05-25,0.15421,3.44E-04,11
1998-05-26,0.15447,3.46E-04,11
1998-05-27,0.15602,3.85E-04,9
1998-05-28,0.15521,3.78E-04,9
1998-05-29,0.15488,3.50E-04,11
1998-05-30,0.1549,3.50E-04,11
1998-05-31,0.15539,3.54E-04,11
1998-06-01,0.15573,3.57E-04,11
1998-06-02,0.15618,3.62E-04,11
1998-06-03,0.15704,3.70E-04,11
1998-06-04,0.15731,3.97E-04,9
1998-06-05,0.15812,4.05E-04,9
1998-06-06,0.15832,4.07E-04,9
1998-06-07,0.15807,4.04E-04,9
1998-06-08,0.15862,4.10E-04,9
1998-06-09,0.15817,4.05E-04,9
1998-06-10,0.158,3.81E-04,11
1998-06-11,0.15793,3.80E-04,11
1998-06-12,0.15798,3.81E-04,11
1998-06-13,0.15776,3.78E-04,11
1998-06-14,0.15739,3.74E-04,11
1998-06-15,0.15714,3.72E-04,11
1998-06-16,0.15695,3.70E-04,11
1998-06-17,0.15688,3.69E-04,11
1998-06-18,0.15673,3.67E-04,11
1998-06-19,0.15614,3.61E-04,11
1998-06-20,0.15604,3.60E-04,11
1998-06-21,0.15582,3.58E-04,11
1998-06-22,0.15539,3.54E-04,11
1998-06-23,0.15511,3.52E-04,11
1998-06-24,0.15483,3.76E-04,9
1998-06-25,0.15568,3.82E-04,9
1998-06-26,0.15626,3.87E-04,9
1998-06-27,0.15646,3.64E-04,11
1998-06-28,0.15782,3.79E-04,11
1998-06-29,0.15808,3.82E-04,11
1998-06-30,0.15981,4.03E-04,11
1998-07-01,0.16075,4.15E-04,11
1998-07-02,0.16103,4.19E-04,11
1998-07-03,0.1612,4.22E-04,11
1998-07-04,0.16129,4.23E-04,11
1998-07-05,0.16081,4.16E-04,11
1998-07-06,0.16035,4.10E-04,11
1998-07-07,0.1599,4.04E-04,11
1998-07-08,0.15932,3.97E-04,11
1998-07-09,0.15941,3.98E-04,11
1998-07-10,0.15867,3.89E-04,11
1998-07-11,0.15823,3.84E-04,11
1998-07-12,0.15844,3.86E-04,11
1998-07-13,0.15831,3.85E-04,11
1998-07-14,0.158,3.81E-04,11
1998-07-15,0.15805,3.82E-04,11
1998-07-16,0.15823,3.84E-04,11
1998-07-17,0.15774,3.78E-04,11
1998-07-18,0.15765,4.00E-04,9
1998-07-19,0.15725,3.96E-04,9
1998-07-20,0.15731,3.73E-04,11
1998-07-21,0.15714,3.72E-04,11
1998-07-22,0.15701,3.70E-04,11
1998-07-23,0.15704,3.71E-04,11
1998-07-24,0.15744,3.75E-04,11
1998-07-25,0.15807,3.82E-04,11
1998-07-26,0.15841,3.86E-04,11
1998-07-27,0.15888,3.91E-04,11
1998-07-28,0.15981,4.03E-04,11
1998-07-29,0.16009,4.07E-04,11
1998-07-30,0.16011,4.07E-04,11
1998-07-31,0.15968,4.01E-04,11
1998-08-01,0.15951,3.99E-04,11
1998-08-02,0.15896,3.92E-04,11
1998-08-03,0.1589,3.92E-04,11
1998-08-04,0.1588,3.90E-04,11
1998-08-05,0.15906,3.94E-04,11
1998-08-06,0.15929,3.97E-04,11
1998-08-07,0.15968,4.01E-04,11
1998-08-08,0.16032,4.10E-04,11
1998-08-09,0.16086,4.17E-04,11
1998-08-10,0.16091,4.18E-04,11
1998-08-11,0.16109,4.20E-04,11
1998-08-12,0.1609,4.17E-04,11
1998-08-13,0.16031,4.10E-04,11
1998-08-14,0.15978,4.03E-04,11
1998-08-15,0.15917,3.95E-04,11
1998-08-16,0.15914,3.95E-04,11
1998-08-17,0.15888,3.91E-04,11
1998-08-18,0.15858,3.88E-04,11
1998-08-19,0.15881,3.91E-04,11
1998-08-20,0.15896,3.92E-04,11
1998-08-21,0.15896,4.14E-04,9
1998-08-22,0.15987,4.24E-04,9
1998-08-23,0.16099,4.19E-04,11
1998-08-24,0.16086,4.17E-04,11
1998-08-25,0.16093,4.18E-04,11
1998-08-26,0.16082,4.16E-04,11
1998-08-27,0.16092,4.18E-04,11
1998-08-28,0.16088,4.17E-04,11
1998-08-29,0.16088,4.17E-04,11
1998-08-30,0.16163,4.27E-04,11
1998-08-31,0.16147,4.25E-04,11
1998-09-01,0.16096,4.18E-04,11
1998-09-02,0.16022,4.08E-04,11
1998-09-03,0.15966,4.01E-04,11
1998-09-04,0.1598,4.03E-04,11
1998-09-05,0.16061,4.13E-04,11
1998-09-06,0.16103,4.19E-04,11
1998-09-07,0.1613,4.23E-04,11
1998-09-08,0.16186,4.31E-04,11
1998-09-09,0.16143,4.25E-04,11
1998-09-10,0.16107,4.20E-04,11
1998-09-11,0.16083,4.16E-04,11
1998-09-12,0.16038,4.11E-04,11
1998-09-13,0.15999,4.05E-04,11
1998-09-14,0.15941,3.98E-04,11
1998-09-15,0.15678,3.68E-04,11
1998-09-16,0.15764,4.00E-04,9
1998-09-17,0.15675,3.67E-04,11
1998-09-18,0.15853,4.09E-04,9
1998-09-19,0.1596,4.21E-04,9
1998-09-20,0.15971,4.02E-04,11
1998-09-21,0.16071,4.15E-04,11
1998-09-22,0.16101,4.19E-04,11
1998-09-23,0.16116,4.21E-04,11
1998-09-24,0.16069,4.15E-04,11
1998-09-25,0.16097,4.18E-04,11
1998-09-26,0.16045,4.11E-04,11
1998-09-27,0.15977,4.02E-04,11
1998-09-28,0.15957,4.00E-04,11
1998-09-29,0.15944,3.98E-04,11
1998-09-30,0.159,3.93E-04,11
1998-10-01,0.15898,3.93E-04,11
1998-10-02,0.1593,3.97E-04,11
1998-10-03,0.15943,3.98E-04,11
1998-10-04,0.15954,4.00E-04,11
1998-10-05,0.15976,4.02E-04,11
1998-10-06,0.15979,4.03E-04,11
1998-10-07,0.16004,4.06E-04,11
1998-10-08,0.16017,4.08E-04,11
1998-10-09,0.16027,4.09E-04,11
1998-10-10,0.15966,4.01E-04,11
1998-10-11,0.15927,3.96E-04,11
1998-10-12,0.15902,3.93E-04,11
1998-10-13,0.15879,3.90E-04,11
1998-10-14,0.15892,3.92E-04,11
1998-10-15,0.15915,3.95E-04,11
1998-10-16,0.16021,4.08E-04,11
1998-10-17,0.16009,4.07E-04,11
1998-10-18,0.15996,4.05E-04,11
1998-10-19,0.15927,3.96E-04,11
1998-10-20,0.15855,4.09E-04,9
1998-10-21,0.15859,4.10E-04,9
1998-10-22,0.15815,3.83E-04,11
1998-10-23,0.15796,3.81E-04,11
1998-10-24,0.15778,3.79E-04,11
1998-10-25,0.15748,3.75E-04,11
1998-10-26,0.1569,3.69E-04,11
1998-10-27,0.15678,3.68E-04,11
1998-10-28,0.15696,3.70E-04,11
1998-10-29,0.15742,3.75E-04,11
1998-10-30,0.1584,3.86E-04,11
1998-10-31,0.15936,3.97E-04,11
1998-11-01,0.15978,4.03E-04,11
1998-11-02,0.15996,4.05E-04,11
1998-11-03,0.16044,4.11E-04,11
1998-11-04,0.16174,4.29E-04,11
1998-11-05,0.16234,4.37E-04,11
1998-11-06,0.16263,4.42E-04,11
1998-11-07,0.1615,4.26E-04,11
1998-11-08,0.16088,4.17E-04,11
1998-11-09,0.16009,4.07E-04,11
1998-11-10,0.15932,3.97E-04,11
1998-11-11,0.15903,3.93E-04,11
1998-11-12,0.15954,4.20E-04,9
1998-11-13,0.1597,4.02E-04,11
1998-11-14,0.15965,4.01E-04,11
1998-11-15,0.15951,4.20E-04,9
1998-11-16,0.15866,3.89E-04,11
1998-11-17,0.15848,4.08E-04,9
1998-11-18,0.1582,4.05E-04,9
1998-11-19,0.15677,3.68E-04,11
1998-11-20,0.15736,3.74E-04,11
1998-11-21,0.15709,3.71E-04,11
1998-11-22,0.15685,3.68E-04,11
1998-11-23,0.157,3.70E-04,11
1998-11-24,0.15785,3.79E-04,11
1998-11-25,0.15937,3.98E-04,11
1998-11-26,0.1609,4.17E-04,11
1998-11-27,0.16209,4.52E-04,9
1998-11-28,0.16253,4.40E-04,11
1998-11-29,0.16324,4.51E-04,11
1998-11-30,0.16404,4.63E-04,11
1998-12-01,0.16447,4.69E-04,11
1998-12-02,0.16475,4.73E-04,11
1998-12-03,0.16451,4.70E-04,11
1998-12-04,0.16333,4.52E-04,11
1998-12-05,0.16233,4.37E-04,11
1998-12-06,0.16121,4.22E-04,11
1998-12-07,0.16064,4.14E-04,11
1998-12-08,0.1602,4.08E-04,11
1998-12-09,0.16041,4.11E-04,11
1998-12-10,0.16031,4.09E-04,11
1998-12-11,0.16018,4.08E-04,11
1998-12-12,0.15963,4.21E-04,9
1998-12-13,0.15896,3.92E-04,11
1998-12-14,0.15908,3.94E-04,11
1998-12-15,0.15934,3.97E-04,11
1998-12-16,0.15982,4.03E-04,11
1998-12-17,0.16027,4.09E-04,11
1998-12-18,0.1596,4.00E-04,11
1998-12-19,0.15936,3.97E-04,11
1998-12-20,0.15923,3.96E-04,11
1998-12-21,0.15975,4.02E-04,11
1998-12-22,0.16025,4.09E-04,11
1998-12-23,0.16082,4.16E-04,11
1998-12-24,0.16148,4.25E-04,11
1998-12-25,0.16205,4.33E-04,11
1998-12-26,0.16275,4.43E-04,11
1998-12-27,0.16314,4.49E-04,11
1998-12-28,0.16428,4.66E-04,11
1998-12-29,0.16464,4.72E-04,11
1998-12-30,0.16464,4.72E-04,11
1998-12-31,0.16433,4.67E-04,11
1999-01-01,0.16316,4.49E-04,11
1999-01-02,0.16218,4.35E-04,11
1999-01-03,0.16078,4.35E-04,9
1999-01-04,0.16093,4.18E-04,11
1999-01-05,0.1603,4.09E-04,11
1999-01-06,0.15917,4.16E-04,9
1999-01-07,0.15915,4.16E-04,9
1999-01-08,0.15834,3.85E-04,11
1999-01-09,0.15783,3.79E-04,11
1999-01-10,0.15774,3.78E-04,11
1999-01-11,0.15726,3.73E-04,11
1999-01-12,0.15741,3.74E-04,11
1999-01-13,0.15825,3.84E-04,11
1999-01-14,0.15886,3.91E-04,11
1999-01-15,0.15936,3.97E-04,11
1999-01-16,0.16029,4.09E-04,11
1999-01-17,0.16131,4.23E-04,11
1999-01-18,0.16167,4.28E-04,11
1999-01-19,0.16254,4.40E-04,11
1999-01-20,0.16359,4.56E-04,11
1999-01-21,0.16414,4.64E-04,11
1999-01-22,0.16442,4.68E-04,11
1999-01-23,0.16395,4.61E-04,11
1999-01-24,0.16396,4.61E-04,11
1999-01-25,0.16299,4.47E-04,11
1999-01-26,0.16226,4.36E-04,11
1999-01-27,0.16208,4.34E-04,11
1999-01-28,0.16141,4.24E-04,11
1999-01-29,0.16096,4.18E-04,11
1999-01-30,0.16003,4.06E-04,11
1999-01-31,0.1594,3.98E-04,11
1999-02-01,0.15808,3.82E-04,11
1999-02-02,0.15734,3.74E-04,11
1999-02-03,0.15706,3.71E-04,11
1999-02-04,0.15658,3.66E-04,11
1999-02-05,0.15681,3.92E-04,9
1999-02-06,0.15636,3.88E-04,9
1999-02-07,0.15661,3.66E-04,11
1999-02-08,0.15722,3.72E-04,11
1999-02-09,0.15832,3.85E-04,11
1999-02-10,0.15941,3.98E-04,11
1999-02-11,0.16024,4.09E-04,11
1999-02-12,0.16178,4.30E-04,11
1999-02-13,0.16253,4.40E-04,11
1999-02-14,0.16376,4.58E-04,11
1999-02-15,0.16449,4.69E-04,11
1999-02-16,0.16522,4.81E-04,11
1999-02-17,0.165,4.77E-04,11
1999-02-18,0.16519,4.80E-04,11
1999-02-19,0.1644,4.68E-04,11
1999-02-20,0.16339,4.53E-04,11
1999-02-21,0.16251,4.40E-04,11
1999-02-22,0.16152,4.26E-04,11
1999-02-23,0.16097,4.18E-04,11
1999-02-24,0.16067,4.14E-04,11
1999-02-25,0.16013,4.07E-04,11
1999-02-26,0.15957,4.00E-04,11
1999-02-27,0.15883,3.91E-04,11
1999-02-28,0.15867,3.89E-04,11
1999-03-01,0.15856,3.88E-04,11
1999-03-02,0.15887,3.91E-04,11
1999-03-03,0.15798,4.03E-04,9
1999-03-04,0.15814,4.05E-04,9
1999-03-05,0.15737,3.97E-04,9
1999-03-06,0.15822,3.84E-04,11
1999-03-07,0.15835,3.85E-04,11
1999-03-08,0.15864,3.89E-04,11
1999-03-09,0.15945,3.99E-04,11
1999-03-10,0.16037,4.10E-04,11
1999-03-11,0.16142,4.24E-04,11
1999-03-12,0.16145,4.25E-04,11
1999-03-13,0.16201,4.33E-04,11
1999-03-14,0.1625,4.40E-04,11
1999-03-15,0.16242,4.39E-04,11
1999-03-16,0.16274,4.43E-04,11
1999-03-17,0.1624,4.38E-04,11
1999-03-18,0.16219,4.35E-04,11
1999-03-19,0.16114,4.21E-04,11
1999-03-20,0.16025,4.09E-04,11
1999-03-21,0.15939,3.98E-04,11
1999-03-22,0.15852,3.87E-04,11
1999-03-23,0.15816,3.83E-04,11
1999-03-24,0.1577,3.78E-04,11
1999-03-25,0.15703,3.94E-04,9
1999-03-26,0.15712,3.71E-04,11
1999-03-27,0.15704,3.71E-04,11
1999-03-28,0.15686,3.69E-04,11
1999-03-29,0.15747,3.98E-04,9
1999-03-30,0.15761,3.99E-04,9
1999-03-31,0.15667,3.67E-04,11
1999-04-01,0.15632,3.63E-04,11
1999-04-02,0.15629,3.63E-04,11
1999-04-03,0.15641,3.64E-04,11
1999-04-04,0.1574,3.74E-04,11
1999-04-05,0.1586,3.88E-04,11
1999-04-06,0.15994,4.05E-04,11
1999-04-07,0.16088,4.17E-04,11
1999-04-08,0.16171,4.29E-04,11
1999-04-09,0.16217,4.35E-04,11
1999-04-10,0.16239,4.38E-04,11
1999-04-11,0.16262,4.42E-04,11
1999-04-12,0.16205,4.33E-04,11
1999-04-13,0.16177,4.29E-04,11
1999-04-14,0.16089,4.17E-04,11
1999-04-15,0.15976,4.02E-04,11
1999-04-16,0.15885,3.91E-04,11
1999-04-17,0.158,3.81E-04,11
1999-04-18,0.15758,3.76E-04,11
1999-04-19,0.15674,3.67E-04,11
1999-04-20,0.15603,3.60E-04,11
1999-04-21,0.15558,3.56E-04,11
1999-04-22,0.1552,3.52E-04,11
1999-04-23,0.15526,3.53E-04,11
1999-04-24,0.15523,3.53E-04,11
1999-04-25,0.15574,3.57E-04,11
1999-04-26,0.15584,3.58E-04,11
1999-04-27,0.15615,3.61E-04,11
1999-04-28,0.15671,3.91E-04,9
1999-04-29,0.1572,3.96E-04,9
1999-04-30,0.15727,3.73E-04,11
1999-05-01,0.15869,3.89E-04,11
1999-05-02,0.1597,4.02E-04,11
1999-05-03,0.16037,4.10E-04,11
1999-05-04,0.16123,4.22E-04,11
1999-05-05,0.16185,4.31E-04,11
1999-05-06,0.16274,4.43E-04,11
1999-05-07,0.16425,4.66E-04,11
1999-05-08,0.16544,4.84E-04,11
1999-05-09,0.16527,4.81E-04,11
1999-05-10,0.16475,4.73E-04,11
1999-05-11,0.16486,4.75E-04,11
1999-05-12,0.16389,4.60E-04,11
1999-05-13,0.16336,4.52E-04,11
1999-05-14,0.16247,4.39E-04,11
1999-05-15,0.16219,4.35E-04,11
1999-05-16,0.16113,4.21E-04,11
1999-05-17,0.16014,4.07E-04,11
1999-05-18,0.15877,3.90E-04,11
1999-05-19,0.1582,3.83E-04,11
1999-05-20,0.15845,3.86E-04,11
1999-05-21,0.15912,4.15E-04,9
1999-05-22,0.15947,4.19E-04,9
1999-05-23,0.15955,4.00E-04,11
1999-05-24,0.15976,4.02E-04,11
1999-05-25,0.16034,4.10E-04,11
1999-05-26,0.16109,4.20E-04,11
1999-05-27,0.16178,4.30E-04,11
1999-05-28,0.16252,4.40E-04,11
1999-05-29,0.16327,4.51E-04,11
1999-05-30,0.16404,4.62E-04,11
1999-05-31,0.1643,4.66E-04,11
1999-06-01,0.16464,4.72E-04,11
1999-06-02,0.16494,4.76E-04,11
1999-06-03,0.16538,4.83E-04,11
1999-06-04,0.16505,4.78E-04,11
1999-06-05,0.16516,4.80E-04,11
1999-06-06,0.16492,4.76E-04,11
1999-06-07,0.1643,4.66E-04,11
1999-06-08,0.16365,4.57E-04,11
1999-06-09,0.16341,4.53E-04,11
1999-06-10,0.16343,4.53E-04,11
1999-06-11,0.16333,4.52E-04,11
1999-06-12,0.1631,4.48E-04,11
1999-06-13,0.16287,4.45E-04,11
1999-06-14,0.16197,4.32E-04,11
1999-06-15,0.16051,4.32E-04,9
1999-06-16,0.15997,4.25E-04,9
1999-06-17,0.16023,4.09E-04,11
1999-06-18,0.16002,4.06E-04,11
1999-06-19,0.16014,4.07E-04,11
1999-06-20,0.16009,4.07E-04,11
1999-06-21,0.15919,3.95E-04,11
1999-06-22,0.16012,4.07E-04,11
1999-06-23,0.16269,4.42E-04,11
1999-06-24,0.16473,4.73E-04,11
1999-06-25,0.16599,4.93E-04,11
1999-06-26,0.1667,5.04E-04,11
1999-06-27,0.16671,5.04E-04,11
1999-06-28,0.16659,5.02E-04,11
1999-06-29,0.1668,5.06E-04,11
1999-06-30,0.16732,5.14E-04,11
1999-07-01,0.16671,5.04E-04,11
1999-07-02,0.16656,5.02E-04,11
1999-07-03,0.1664,4.99E-04,11
1999-07-04,0.16614,4.95E-04,11
1999-07-05,0.16541,4.84E-04,11
1999-07-06,0.16466,4.72E-04,11
1999-07-07,0.16356,4.72E-04,9
1999-07-08,0.16429,4.82E-04,9
1999-07-09,0.16365,4.57E-04,11
1999-07-10,0.1635,4.54E-04,11
1999-07-11,0.16284,4.45E-04,11
1999-07-12,0.16259,4.41E-04,11
1999-07-13,0.16179,4.30E-04,11
1999-07-14,0.16094,4.18E-04,11
1999-07-15,0.16034,4.10E-04,11
1999-07-16,0.1599,4.04E-04,11
1999-07-17,0.16014,4.07E-04,11
1999-07-18,0.16049,4.12E-04,11
1999-07-19,0.16074,4.15E-04,11
1999-07-20,0.16087,4.17E-04,11
1999-07-21,0.16151,4.26E-04,11
1999-07-22,0.16231,4.37E-04,11
1999-07-23,0.16295,4.46E-04,11
1999-07-24,0.16329,4.51E-04,11
1999-07-25,0.16369,4.57E-04,11
1999-07-26,0.16434,4.67E-04,11
1999-07-27,0.16444,4.69E-04,11
1999-07-28,0.16509,4.79E-04,11
1999-07-29,0.1662,4.96E-04,11
1999-07-30,0.16644,5.00E-04,11
1999-07-31,0.16668,5.04E-04,11
1999-08-01,0.16624,4.97E-04,11
1999-08-02,0.16616,4.95E-04,11
1999-08-03,0.16595,4.92E-04,11
1999-08-04,0.16559,5.01E-04,9
1999-08-05,0.16467,4.87E-04,9
1999-08-06,0.16409,4.63E-04,11
1999-08-07,0.16304,4.48E-04,11
1999-08-08,0.1626,4.41E-04,11
1999-08-09,0.16163,4.27E-04,11
1999-08-10,0.1605,4.12E-04,11
1999-08-11,0.159,4.14E-04,9
1999-08-12,0.15965,4.01E-04,11
1999-08-13,0.15992,4.04E-04,11
1999-08-14,0.16012,4.07E-04,11
1999-08-15,0.15999,4.05E-04,11
1999-08-16,0.16014,4.07E-04,11
1999-08-17,0.15992,4.04E-04,11
1999-08-18,0.15974,4.02E-04,11
1999-08-19,0.16068,4.14E-04,11
1999-08-20,0.16077,4.16E-04,11
1999-08-21,0.16193,4.32E-04,11
1999-08-22,0.16316,4.49E-04,11
1999-08-23,0.1643,4.66E-04,11
1999-08-24,0.16583,4.90E-04,11
1999-08-25,0.16734,5.28E-04,9
1999-08-26,0.1685,5.46E-04,9
1999-08-27,0.16824,5.29E-04,11
1999-08-28,0.16917,5.57E-04,9
1999-08-29,0.1682,5.41E-04,9
1999-08-30,0.16788,5.23E-04,11
1999-08-31,0.16695,5.08E-04,11
1999-09-01,0.16558,4.86E-04,11
1999-09-02,0.16372,4.58E-04,11
1999-09-03,0.16273,4.43E-04,11
1999-09-04,0.1619,4.31E-04,11
1999-09-05,0.16055,4.13E-04,11
1999-09-06,0.15936,3.97E-04,11
1999-09-07,0.15861,3.88E-04,11
1999-09-08,0.15859,3.88E-04,11
1999-09-09,0.15846,3.86E-04,11
1999-09-10,0.15874,3.90E-04,11
1999-09-11,0.15892,3.92E-04,11
1999-09-12,0.1597,4.02E-04,11
1999-09-13,0.16046,4.12E-04,11
1999-09-14,0.1613,4.41E-04,9
1999-09-15,0.16084,4.36E-04,9
1999-09-16,0.16101,4.19E-04,11
1999-09-17,0.16031,4.09E-04,11
1999-09-18,0.16119,4.21E-04,11
1999-09-19,0.1617,4.28E-04,11
1999-09-20,0.16174,4.29E-04,11
1999-09-21,0.16262,4.59E-04,9
1999-09-22,0.16239,4.38E-04,11
1999-09-23,0.16256,4.41E-04,11
1999-09-24,0.16241,4.38E-04,11
1999-09-25,0.16132,4.23E-04,11
1999-09-26,0.16072,4.15E-04,11
1999-09-27,0.1605,4.12E-04,11
1999-09-28,0.1603,4.09E-04,11
1999-09-29,0.16031,4.10E-04,11
1999-09-30,0.15974,4.02E-04,11
1999-10-01,0.15987,4.04E-04,11
1999-10-02,0.15997,4.05E-04,11
